NU_ANO;CO_UF_ESCOLA;SG_UF_ESCOLA;CO_MUNICIPIO_ESCOLA;NO_MUNICIPIO_ESCOLA;CO_ESCOLA_EDUCACENSO;NO_ESCOLA_EDUCACENSO;TP_DEPENDENCIA_ADM_ESCOLA;TP_LOCALIZACAO_ESCOLA;NU_MATRICULAS;NU_PARTICIPANTES_NEC_ESP;NU_PARTICIPANTES;NU_TAXA_PARTICIPACAO;NU_MEDIA_CN;NU_MEDIA_CH;NU_MEDIA_LP;NU_MEDIA_MT;NU_MEDIA_RED;NU_MEDIA_OBJ;NU_MEDIA_TOT;INSE;PC_FORMACAO_DOCENTE;NU_TAXA_PERMANENCIA;NU_TAXA_APROVACAO;NU_TAXA_REPROVACAO;NU_TAXA_ABANDONO;PORTE_ESCOLA
2015;33;RJ;3303302;Niterói;33057729;COLEGIO CENECISTA ATHAYDE PARREIRAS;4;1;13;0;13;100.00;470.56;572.85;500.74;469.64;513.85;;;Grupo 5;84.60;69.23;84.60;15.40;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33057737;C E ALMTE TAMANDARE;2;1;12;;10;35.50;491.73;485.97;494.2;477.86;650.00;;;;;;69.30;28.40;2.30;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33057737;CE ALMIRANTE TAMANDARE;2;1;25;;15;28.20;449.17;498.52;472.34;445.59;583.33;;;;;;43.60;44.70;11.70;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33057737;CE ALMIRANTE TAMANDARE;2;1;25;0;16;64.00;462.89;494.96;486.93;507.46;516.25;;;;87.70;;79.00;14.00;7.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33057737;CE ALMIRANTE TAMANDARE;2;1;50;0;41;82.00;492.31;543.69;505.63;449.6;491.22;;;;88.20;51.22;74.40;18.20;7.40;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33057737;CE ALMIRANTE TAMANDARE;2;1;33;0;27;81.82;456;557.48;525.3;464.09;509.63;;;Grupo 4;88.20;77.78;84.30;15.70;0.00;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33057753;CE FAGUNDES VARELA;2;1;16;;14;22.90;464.27;551.56;508.02;474.42;605.36;;;;;;55.70;36.10;8.20;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;16;;13;81.30;583.35;598.12;596.89;550.9;643.75;;;;;;60.70;39.30;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;15;;14;93.30;576.94;650.76;598.36;625.5;655.36;;;;;;75.80;24.20;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;18;;14;77.78;556.24;545.89;580.7;600.52;615.71;;;;;;76.10;22.40;1.50;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;18;;15;83.33;552.84;574.09;518.03;662.41;585.33;;;;;;82.70;17.30;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;19;0;17;89.47;536.73;560.19;539.81;574.84;622.35;;;;82.10;;83.50;16.50;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;33;0;31;93.94;524.26;589.94;558.04;517.87;629.03;;;;80.50;41.94;82.00;16.90;1.10;De 31 a 60 alunos
2015;33;RJ;3303302;Niterói;33057818;COL ITAPUCA - REGIAO OCEANICA;4;1;14;0;13;92.86;526.17;593.51;523.92;510.16;673.85;;;Grupo 5;89.50;76.92;79.50;20.50;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;37;;21;56.80;592.28;606.82;601.4;604.62;631.25;;;;;;88.00;12.00;0.00;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;17;;11;64.70;597.84;662.18;587.67;638.99;668.18;;;;;;91.50;8.50;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33057826;COLEGIO GAIA;4;1;15;;13;86.67;559.37;554.58;569.99;577.01;647.69;;;;;;;;;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33102503;CE DAVID CAPISTRANO;2;1;241;0;177;73.44;475.13;542.02;505.81;460.93;501.92;;;;75.20;70.62;78.60;15.70;5.70;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33102503;CE DAVID CAPISTRANO;2;1;228;;116;48.50;487.7;549.67;529.12;512.29;592.24;;;;;;75.00;17.50;7.50;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33102503;C E DAVID CAPISTRANO;2;1;228;;111;48.70;481.09;489.51;503.06;490.48;559.55;;;;;;74.20;18.60;7.20;Maior que 90 alunos
2012;33;RJ;3303302;Niterói;33102503;CE DAVID CAPISTRANO;2;1;345;;199;57.68;465.95;520.98;497.92;499.61;500.40;;;;;;73.60;18.30;8.10;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33102503;CE DAVID CAPISTRANO;2;1;231;0;148;64.07;465.05;512.62;498.39;519.25;523.24;;;;68.10;;77.20;13.90;8.90;Maior que 90 alunos
2015;33;RJ;3303302;Niterói;33102503;CE DAVID CAPISTRANO;2;1;275;0;207;75.27;463.35;550.95;511.03;454.02;540.58;;;Grupo 3;78.20;73.91;77.60;19.30;3.10;Maior que 90 alunos
2014;33;RJ;3303302;Niterói;33108579;CIEP 448 RUY FRAZAO SOARES;2;1;17;0;11;64.71;505.62;553.85;533.43;456.76;536.36;;;;71.70;81.82;61.70;28.60;9.70;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33108579;CIEP 448 RUY FRAZAO SOARES;2;1;28;0;20;71.43;474.98;539.95;495.83;460.08;542.00;;;Grupo 3;56.70;80.00;80.70;9.70;9.60;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33108579;CIEP BRIZOLAO 448 RUY FRAZAO SOARES;2;1;22;0;11;50.00;435.09;496.5;484.59;524.12;545.45;;;;68.80;;68.60;22.10;9.30;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;16;0;15;93.75;548.21;597.19;546.32;598.21;574.67;;;;69.20;;80.30;19.70;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;22;;19;86.40;599.4;591.12;594.27;597.07;611.11;;;;;;82.50;17.50;0.00;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;24;;22;91.67;608.72;636.43;581.07;667.81;610.91;;;;;;87.80;12.20;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;13;;10;76.92;568.98;554.26;599.94;644.83;641.00;;;;;;83.10;16.90;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;20;;16;80.00;546.75;614.54;565.96;586.64;668.33;;;;;;90.90;9.10;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33110263;ASSOC EDUC DE NITEROI;4;1;22;1;18;81.82;524.68;606.7;570.73;520.28;665.56;;;;76.90;83.33;86.00;14.00;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33111022;COL PIRATININGA;4;1;19;0;16;84.21;485.64;561.33;512.37;491.79;623.75;;;Grupo 5;57.10;37.50;87.50;12.50;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33121753;CENTRO EDUCACIONAL MIRANDA BARROSO;4;1;23;0;18;78.26;525.66;572.32;540.51;478.37;631.11;;;Grupo 3;66.70;72.22;94.70;4.00;1.30;De 1 a 30 alunos
2012;33;RJ;3303302;Niterói;33121753;CENTRO EDUCACIONAL MIRANDA BARROSO;4;1;19;;12;63.16;488.98;518.85;497.67;555.85;513.33;;;;;;;;;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33121753;CENTRO EDUCACIONAL MIRANDA BARROSO;4;1;20;0;18;90.00;486.4;522.72;515.34;528.19;521.11;;;;33.30;;98.30;1.70;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33121753;CENTRO EDUCACIONAL MIRANDA BARROSO;4;1;1;;10;100.00;591.85;633.86;593.63;598.75;630.00;;;;;;;;;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33121753;CENTRO EDUCACIONAL MIRANDA BARROSO;4;1;17;0;12;70.59;488.85;573.98;533.98;482.69;603.08;;;;53.60;83.33;97.10;2.90;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;24;;19;79.20;610.08;619.21;596.22;578.69;598.61;;;;;;88.70;11.30;0.00;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;27;;26;96.30;574.59;629.12;584.28;605.65;676.92;;;;;;85.20;14.80;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;31;;22;70.97;537.66;544.45;584.56;583.76;670.00;;;;;;82.50;17.50;0.00;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;23;;21;91.30;539.6;594.24;550.07;612.82;619.05;;;;;;90.40;7.70;1.90;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;25;0;24;96.00;551.5;604.24;571.85;604.57;612.50;;;;75.00;;88.50;5.80;5.70;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;16;0;15;93.75;558.57;616.36;542.25;587.07;688.00;;;Grupo 5;58.30;26.67;86.70;13.30;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33121788;FACTO COLEGIO E CURSO;4;1;19;0;19;100.00;548.19;633.1;580.02;539.37;620.00;;;;58.30;26.32;64.00;32.00;4.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC;4;1;16;;11;68.75;566.15;556.49;590.76;687.17;629.09;;;;;;90.90;7.30;1.80;De 1 a 30 alunos
2010;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC;4;1;15;;14;93.30;557.84;634.4;589.25;647.89;703.57;;;;;;86.30;13.70;0.00;De 1 a 30 alunos
2014;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC;4;1;16;0;14;87.50;594.44;656.41;633.36;669.76;747.14;;;;58.10;64.29;90.60;9.40;0.00;De 1 a 30 alunos
2015;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC;4;1;25;1;24;96.00;614.69;661.15;595.57;681.09;813.17;;;Grupo 6;86.00;79.17;92.10;7.90;0.00;De 1 a 30 alunos
2009;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC;4;1;21;;10;47.60;605.59;629.47;641.62;616.48;530.00;;;;;;98.40;1.60;0.00;De 1 a 30 alunos
2013;33;RJ;3303302;Niterói;33139954;ASSOCIACAO EDUCACIONAL SOARES ALMEIDA SC;4;1;12;0;12;100.00;570.98;620.33;586.93;664.77;593.33;;;;61.30;;88.30;11.70;0.00;De 1 a 30 alunos
2011;33;RJ;3303302;Niterói;33140227;INSTITUTO GUANABARA LTDA FILIAL ICARAI;4;1;61;;43;70.49;551.51;549.94;568.54;612.9;626.51;;;;;;;;;De 61 a 90 alunos
2012;33;RJ;3303302;Niterói;33140227;INSTITUTO GUANABARA LTDA FILIAL ICARAI;4;1;54;;47;87.04;547.24;611.39;563.04;627.35;605.53;;;;;;88.70;11.30;0.00;De 31 a 60 alunos
2013;33;RJ;3303302;Niterói;33140227;COLEGIO E CURSO MIGUEL COUTO - ICARAI;4;1;81;0;76;93.83;552.14;610.29;573.84;608.46;651.05;;;;47.30;;87.30;12.70;0.00;De 61 a 90 alunos
2014;33;RJ;3303302;Niterói;33140227;COLEGIO E CURSO MIGUEL COUTO - ICARAI;4;1;63;0;63;100.00;565.64;621.02;568.45;601.8;676.19;;;;75.00;33.33;76.90;23.10;0.00;De 61 a 90 alunos
2015;33;RJ;3303302;Niterói;33140227;COLEGIO E CURSO MIGUEL COUTO - ICARAI;4;1;46;0;44;95.65;539.36;621.1;568.67;593.57;654.09;;;Grupo 6;67.50;56.82;80.30;19.70;0.00;De 31 a 60 alunos
2009;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;59;;34;57.60;555.74;585.41;580.54;561.23;678.13;;;;;;85.60;14.40;0.00;De 31 a 60 alunos
2011;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;43;;37;86.05;515.32;532.55;564.47;583.55;660.00;;;;;;87.70;12.30;0.00;De 31 a 60 alunos
2010;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;54;;42;77.80;521.79;578.96;555.96;555.45;616.07;;;;;;92.50;7.50;0.00;De 31 a 60 alunos
2012;33;RJ;3303302;Niterói;33143609;GRUPO NIT DE ENSINO;4;1;33;;32;96.97;501.73;569.72;533.19;578.78;537.50;;;;;;;;;De 31 a 60 alunos
2014;33;RJ;3303302;Niterói;33143676;COLEGIO E CURSO M3 - UNIDADE NITEROI;4;1;92;0;86;93.48;582.02;622.31;576.98;598.75;684.65;;;;75.90;51.16;94.30;5.70;0.00;Maior que 90 alunos
2009;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;130;;118;90.80;607.75;620.17;599.96;607.96;677.14;;;;;;92.30;7.10;0.60;Maior que 90 alunos
2013;33;RJ;3303302;Niterói;33143676;COLEGIO E CURSO M3 - UNIDADE NITEROI;4;1;104;0;89;85.58;566.21;610.93;570.63;638.13;619.78;;;;83.80;;89.80;9.90;0.30;Maior que 90 alunos
2010;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;118;;111;94.10;593.74;645.28;595.95;675.77;692.34;;;;;;93.90;6.10;0.00;Maior que 90 alunos
2011;33;RJ;3303302;Niterói;33143676;COLEGIO M3;4;1;116;;85;73.28;572.3;567.28;589.26;666.02;654.12;;;;;;69.50;30.20;0.30;Maior que 90 alunos
